ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
10595633,0.0002266,1.98E-07,14.5020889,7.6962,2.03582,Bcl2a1d///Bcl2a1c///Bcl2a1b///Bcl2a1a,B cell leukemia/lymphoma 2 related protein A1d///B cell leukemia/lymphoma 2 related protein A1c///B cell leukemia/lymphoma 2 related protein A1b///B cell leukemia/lymphoma 2 related protein A1a
10425799,0.000227,2.04E-07,14.4447402,7.6675,2.59276,Rnu12,"RNA U12, small nuclear"
10498599,0.000254,2.36E-07,-14.200713,7.5436,-2.8923125,Ift80,intraflagellar transport 80
10396421,0.000254,2.43E-07,14.1524083,7.5187,1.6806275,Hif1a,"hypoxia inducible factor 1, alpha subunit"
10450369,0.0002718,2.68E-07,13.9908477,7.4347,3.99916,Hspa1a,heat shock protein 1A
10420320,0.0003267,3.31E-07,-13.6426965,7.2491,-1.826365,Cenpj,centromere protein J
10511939,0.0003593,3.74E-07,-13.4456003,7.1413,-2.8335675,Spaca1,sperm acrosome associated 1
10344750,0.0003627,3.88E-07,-13.3876473,7.1092,-2.568875,Sgk3,serum/glucocorticoid regulated kinase 3
10466127,0.0004503,5.02E-07,12.9815079,6.8792,2.15111,AW112010,expressed sequence AW112010
10449652,0.0004503,5.07E-07,-12.9672476,6.871,-1.68215,Gm9937,predicted gene 9937
10449284,0.0004998,5.81E-07,12.7558534,6.7475,1.3086575,Dusp1,dual specificity phosphatase 1
10346799,0.0004998,5.9E-07,12.7323425,6.7336,2.4922525,Icos,inducible T cell co-stimulator
10441530,0.0005133,6.21E-07,12.6561702,6.6883,1.9401375,Sytl3,synaptotagmin-like 3
10409876,0.0005139,6.52E-07,12.5818677,6.6438,2.32492,Ctla2a,cytotoxic T lymphocyte-associated protein 2 alpha
10421517,0.0005139,6.52E-07,12.5817463,6.6438,2.86777,Cysltr2,cysteinyl leukotriene receptor 2
10485607,0.0005139,6.72E-07,-12.5367224,6.6167,-2.25518,Qser1,glutamine and serine rich 1
10523595,0.0005139,6.79E-07,12.5202541,6.6067,1.5591225,Ptpn13,"protein tyrosine phosphatase, non-receptor type 13"
10487595,0.000554,7.48E-07,12.3770107,6.5195,2.1079025,,
10439895,0.0005615,7.78E-07,12.3190944,6.4839,2.271995,Alcam,activated leukocyte cell adhesion molecule
10406270,0.0005615,7.9E-07,12.2966389,6.4701,1.75726,Glrx,glutaredoxin
10362811,0.000615,8.82E-07,-12.1341296,6.3688,-1.9080725,Sesn1,sestrin 1
10390328,0.0006484,9.48E-07,12.0291899,6.3026,1.470335,Tbx21,T-box 21
10462623,0.0006562,9.78E-07,-11.9844009,6.2741,-1.2619575,Ifit1,interferon-induced protein with tetratricopeptide repeats 1
10482772,0.0006802,1.05E-06,11.8831333,6.2092,3.15958,Nr4a2,"nuclear receptor subfamily 4, group A, member 2"
10603814,0.0006802,1.05E-06,11.8794965,6.2068,2.169735,Slc9a7,"solute carrier family 9 (sodium/hydrogen exchanger), member 7"
10439790,0.0006924,1.09E-06,-11.82858,6.1739,-3.0241525,Trat1,T cell receptor associated transmembrane adaptor 1
10519652,0.0007147,1.15E-06,11.7558511,6.1267,2.5643175,Gm6460///Gm6455///4933402N22Rik///Gm5861///Speer1,predicted gene 6460///predicted gene 6455///RIKEN cDNA 4933402N22 gene///predicted gene 5861///spermatogenesis associated glutamate (E)-rich protein 1
10493990,0.0007147,1.17E-06,11.7336479,6.1122,1.3265275,S100a11,S100 calcium binding protein A11
10366346,0.0007397,1.24E-06,11.6447855,6.0538,1.5521525,Phlda1,"pleckstrin homology like domain, family A, member 1"
10606058,0.0007397,1.26E-06,11.6291981,6.0435,4.53716,Cxcr3,chemokine (C-X-C motif) receptor 3
10455259,0.0007397,1.28E-06,11.6049692,6.0275,2.17409,Arhgap26,Rho GTPase activating protein 26
10365933,0.0007397,1.29E-06,11.5914579,6.0185,3.2168725,Eea1,early endosome antigen 1
10434869,0.0007431,1.32E-06,11.5626299,5.9994,1.6942425,Ccdc50,coiled-coil domain containing 50
10466210,0.0007758,1.42E-06,11.453353,5.9262,2.3037775,Ms4a6d,"membrane-spanning 4-domains, subfamily A, member 6D"
10350733,0.0007758,1.43E-06,11.4513967,5.9249,1.686715,Rgs16,regulator of G-protein signaling 16
10404422,0.0007758,1.44E-06,11.4382867,5.9161,2.49572,Serpinb6b,"serine (or cysteine) peptidase inhibitor, clade B, member 6b"
10519688,0.0007907,1.49E-06,11.3877522,5.882,2.3726525,Gm6460///Gm6455///4933402N22Rik///Gm5861///Speer1,predicted gene 6460///predicted gene 6455///RIKEN cDNA 4933402N22 gene///predicted gene 5861///spermatogenesis associated glutamate (E)-rich protein 1
10484894,0.0007907,1.52E-06,11.3681648,5.8687,2.18066,Ptprj,"protein tyrosine phosphatase, receptor type, J"
10395389,0.0007907,1.53E-06,11.3508027,5.8569,3.676705,Sostdc1,sclerostin domain containing 1
10457640,0.0007928,1.56E-06,11.3274029,5.8409,1.3346,S100a11,S100 calcium binding protein A11
10472846,0.0007956,1.59E-06,-11.3003457,5.8225,-1.97443,Pdk1,"pyruvate dehydrogenase kinase, isoenzyme 1"
10574532,0.0007956,1.61E-06,11.2839615,5.8113,1.79011,Ces2d-ps///Ces2e///Ces2c///Ces2b///Ces2g,"carboxylesterase 2D, pseudogene///carboxylesterase 2E///carboxylesterase 2C///carboxyesterase 2B///carboxylesterase 2G"
10528036,0.0008468,1.74E-06,11.1767662,5.7375,2.4671525,,
10587690,0.0008468,1.76E-06,11.1618941,5.7272,1.90196,Bcl2a1d///Bcl2a1c///Bcl2a1b///Bcl2a1a,B cell leukemia/lymphoma 2 related protein A1d///B cell leukemia/lymphoma 2 related protein A1c///B cell leukemia/lymphoma 2 related protein A1b///B cell leukemia/lymphoma 2 related protein A1a
10424779,0.0008476,1.81E-06,11.1274566,5.7032,1.8651075,Cks2,CDC28 protein kinase regulatory subunit 2
10548345,0.0008476,1.81E-06,11.1246243,5.7013,1.828145,Klrk1///Klrk1,"killer cell lectin-like receptor subfamily K, member 1///killer cell lectin-like receptor subfamily K, member 1"
10369690,0.0008553,1.86E-06,-11.0858426,5.6742,-2.375905,Tet1,tet methylcytosine dioxygenase 1
10369702,0.0008553,1.9E-06,-11.0584746,5.6551,-2.945495,Tet1,tet methylcytosine dioxygenase 1
10571399,0.0008553,1.93E-06,11.0412822,5.643,3.3740825,Zdhhc2,"zinc finger, DHHC domain containing 2"
10345824,0.0008553,1.93E-06,11.036782,5.6399,3.3414775,Il18rap,interleukin 18 receptor accessory protein
10582295,0.0008553,1.95E-06,11.026863,5.6329,1.6489325,Odc1,"ornithine decarboxylase, structural 1"
10511282,0.0008752,2.04E-06,10.9626758,5.5876,1.5323025,Tnfrsf4,"tumor necrosis factor receptor superfamily, member 4"
10514658,0.0008752,2.06E-06,10.9500618,5.5787,1.65878,,
10592888,0.0008752,2.07E-06,10.9475071,5.5769,2.78656,Cxcr5,chemokine (C-X-C motif) receptor 5
10358259,0.0008876,2.12E-06,10.913117,5.5524,1.4949275,Nek7,NIMA (never in mitosis gene a)-related expressed kinase 7
10606714,0.0008907,2.16E-06,10.8885734,5.535,1.26435,Gla,"galactosidase, alpha"
10590623,0.0008907,2.18E-06,10.8776609,5.5272,3.4543425,Cxcr6,chemokine (C-X-C motif) receptor 6
10590635,0.000904,2.27E-06,10.8264827,5.4905,2.9743325,Ccr5,chemokine (C-C motif) receptor 5
10598013,0.000904,2.27E-06,10.8264827,5.4905,2.9743325,Ccr5,chemokine (C-C motif) receptor 5
10439527,0.000904,2.29E-06,10.8134055,5.4811,2.5712325,Tigit,T cell immunoreceptor with Ig and ITIM domains
10468885,0.0009046,2.33E-06,-10.7891746,5.4637,-1.4999275,Zfp950,zinc finger protein 950
10503334,0.0009046,2.43E-06,10.7341787,5.4239,2.6278,Gem,GTP binding protein (gene overexpressed in skeletal muscle)
10356082,0.0009046,2.49E-06,10.70058,5.3995,2.215745,Plscr1,phospholipid scramblase 1
10494411,0.0009046,2.51E-06,10.6925008,5.3937,1.6095075,Rnu1b6///Rnu1b2///Rnu1b1,U1b6 small nuclear RNA///U1b2 small nuclear RNA///U1b1 small nuclear RNA
10494417,0.0009046,2.51E-06,10.6925008,5.3937,1.6095075,Rnu1b6///Rnu1b2///Rnu1b1,U1b6 small nuclear RNA///U1b2 small nuclear RNA///U1b1 small nuclear RNA
10500356,0.0009046,2.51E-06,10.6925008,5.3937,1.6095075,Rnu1b6///Rnu1b2///Rnu1b1,U1b6 small nuclear RNA///U1b2 small nuclear RNA///U1b1 small nuclear RNA
10480238,0.0009046,2.52E-06,-10.687522,5.39,-3.80911,St8sia6,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6"
10356866,0.0009046,2.58E-06,10.6547472,5.3661,1.827865,Pdcd1,programmed cell death 1
10494413,0.0009046,2.66E-06,10.6145926,5.3367,1.6350725,Rnu1b6///Rnu1b2///Rnu1b1,U1b6 small nuclear RNA///U1b2 small nuclear RNA///U1b1 small nuclear RNA
10494421,0.0009046,2.66E-06,10.6145926,5.3367,1.6350725,Rnu1b6///Rnu1b2///Rnu1b1,U1b6 small nuclear RNA///U1b2 small nuclear RNA///U1b1 small nuclear RNA
10500343,0.0009046,2.66E-06,10.6145926,5.3367,1.6350725,Rnu1b6///Rnu1b2///Rnu1b1,U1b6 small nuclear RNA///U1b2 small nuclear RNA///U1b1 small nuclear RNA
10500358,0.0009046,2.66E-06,10.6145926,5.3367,1.6350725,Rnu1b6///Rnu1b2///Rnu1b1,U1b6 small nuclear RNA///U1b2 small nuclear RNA///U1b1 small nuclear RNA
10512937,0.0009046,2.66E-06,10.6145926,5.3367,1.6350725,Rnu1b6///Rnu1b2///Rnu1b1,U1b6 small nuclear RNA///U1b2 small nuclear RNA///U1b1 small nuclear RNA
10584576,0.0009046,2.69E-06,10.603391,5.3285,1.9266,Snord14d///Snord14c///Hspa8,"small nucleolar RNA, C/D box 14D///small nucleolar RNA, C/D box 14C///heat shock protein 8"
10584578,0.0009046,2.7E-06,10.5976339,5.3243,1.9198725,Snord14d///Snord14c///Hspa8,"small nucleolar RNA, C/D box 14D///small nucleolar RNA, C/D box 14C///heat shock protein 8"
10406254,0.0009046,2.72E-06,10.5867025,5.3162,1.98286,Ell2,elongation factor RNA polymerase II 2
10587683,0.0009046,2.73E-06,10.5830219,5.3135,1.8112925,Bcl2a1d///Bcl2a1c///Bcl2a1b///Bcl2a1a,B cell leukemia/lymphoma 2 related protein A1d///B cell leukemia/lymphoma 2 related protein A1c///B cell leukemia/lymphoma 2 related protein A1b///B cell leukemia/lymphoma 2 related protein A1a
10358408,0.0009046,2.75E-06,10.5749096,5.3075,1.8564575,Rgs1,regulator of G-protein signaling 1
10540472,0.0009089,2.79E-06,10.5569834,5.2943,3.7691775,Bhlhe40,"basic helix-loop-helix family, member e40"
10444589,0.0009486,2.93E-06,10.4902575,5.2448,3.8781275,,
10519671,0.0009632,3.01E-06,10.4590557,5.2216,2.0110625,Gm6460///Gm6455///4933402N22Rik///Gm5861///Speer1,predicted gene 6460///predicted gene 6455///RIKEN cDNA 4933402N22 gene///predicted gene 5861///spermatogenesis associated glutamate (E)-rich protein 1
10353004,0.0009746,3.07E-06,10.4326198,5.2018,2.0015575,Cks2,CDC28 protein kinase regulatory subunit 2
10506108,0.0009842,3.13E-06,-10.4088049,5.184,-3.1557275,,
10363070,0.0009899,3.17E-06,10.3902298,5.1701,3.4980775,Lilr4b,"leukocyte immunoglobulin-like receptor, subfamily B, member 4B"
10590381,0.0010353,3.37E-06,-10.3154262,5.1136,-1.5070525,Vipr1,vasoactive intestinal peptide receptor 1
10408935,0.0010353,3.38E-06,10.310987,5.1102,2.6553975,Atxn1,ataxin 1
10355312,0.0010353,3.41E-06,10.3004886,5.1023,1.342685,Ikzf2,IKAROS family zinc finger 2
10530819,0.0010381,3.45E-06,10.2863624,5.0916,1.3223275,Hopx,HOP homeobox
10472860,0.0010486,3.52E-06,-10.2596704,5.0712,-2.3884525,Rapgef4,Rap guanine nucleotide exchange factor (GEF) 4
10362674,0.0010486,3.59E-06,10.234404,5.052,2.2763475,Rnu3a,U3A small nuclear RNA
10549162,0.0010486,3.69E-06,-10.2014595,5.0267,-2.3371725,St8sia1,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1"
10531415,0.0010486,3.71E-06,10.1935665,5.0207,2.69652,Cxcl10,chemokine (C-X-C motif) ligand 10
10459071,0.0010486,3.74E-06,10.1849669,5.0141,2.2215225,Smim3,small integral membrane protein 3
10524312,0.0010486,3.75E-06,-10.1800356,5.0103,-1.760965,Ttc28,tetratricopeptide repeat domain 28
10380059,0.0010486,3.77E-06,10.1717735,5.0039,1.9831225,Rnu3b4///Rnu3b3///Rnu3b2///Rnu3b1,U3B small nuclear RNA 4///U3B small nuclear RNA 3///U3B small nuclear RNA 2///U3B small nuclear RNA 1
10380061,0.0010486,3.77E-06,10.1717735,5.0039,1.9831225,Rnu3b4///Rnu3b3///Rnu3b2///Rnu3b1,U3B small nuclear RNA 4///U3B small nuclear RNA 3///U3B small nuclear RNA 2///U3B small nuclear RNA 1
10380063,0.0010486,3.77E-06,10.1717735,5.0039,1.9831225,Rnu3b4///Rnu3b3///Rnu3b2///Rnu3b1,U3B small nuclear RNA 4///U3B small nuclear RNA 3///U3B small nuclear RNA 2///U3B small nuclear RNA 1
10380065,0.0010486,3.77E-06,10.1717735,5.0039,1.9831225,Rnu3b4///Rnu3b3///Rnu3b2///Rnu3b1,U3B small nuclear RNA 4///U3B small nuclear RNA 3///U3B small nuclear RNA 2///U3B small nuclear RNA 1
10453026,0.0010673,3.9E-06,-10.1323307,4.9735,-1.602395,Prkd3,protein kinase D3
10445767,0.0010673,3.9E-06,-10.1304623,4.9721,-1.6083675,Treml2,triggering receptor expressed on myeloid cells-like 2
10389151,0.001102,4.06E-06,-10.0812225,4.9339,-1.058465,Slfn10-ps,"schlafen 10, pseudogene"
10364950,0.0011218,4.16E-06,10.0497041,4.9094,1.640315,Gadd45b,growth arrest and DNA-damage-inducible 45 beta
10359339,0.0011226,4.25E-06,10.0257351,4.8907,1.6033275,Rabgap1l,RAB GTPase activating protein 1-like
10519239,0.0011226,4.25E-06,10.024452,4.8897,1.6893525,Gm10560,predicted gene 10560
10345752,0.0011226,4.26E-06,10.0211371,4.8871,2.6513475,Il1r2,"interleukin 1 receptor, type II"
10396440,0.0011355,4.34E-06,9.9979662,4.869,1.5890675,,
10530145,0.0011601,4.47E-06,-9.9627021,4.8413,-1.82253,Tlr1,toll-like receptor 1
10524310,0.0012045,4.67E-06,-9.9078192,4.798,-1.9524975,Ttc28,tetratricopeptide repeat domain 28
10409866,0.0012142,4.75E-06,9.8892153,4.7833,1.9343325,Ctla2b,cytotoxic T lymphocyte-associated protein 2 beta
10558134,0.0012221,4.81E-06,-9.8725703,4.77,-1.4757225,Plekha1,"pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 1"
10606654,0.0012411,4.92E-06,-9.8451994,4.7483,-2.0961025,Xkrx,"X-linked Kx blood group related, X-linked"
10576639,0.0012744,5.09E-06,9.8045793,4.7158,2.0841225,Nrp1,neuropilin 1
10496438,0.0013001,5.23E-06,-9.7719792,4.6897,-2.37768,Adh1,alcohol dehydrogenase 1 (class I)
10353034,0.0013798,5.59E-06,-9.6921204,4.6253,-1.2599075,Snord87,"small nucleolar RNA, C/D box 87"
10359982,0.0014019,5.72E-06,9.6647813,4.6031,1.59347,Atf6,activating transcription factor 6
10466521,0.0014471,5.94E-06,9.6187499,4.5656,1.332945,Gcnt1,"glucosaminyl (N-acetyl) transferase 1, core 2"
10351515,0.0014587,6.1E-06,9.5882852,4.5407,1.199905,Rnu1b6///Rnu1b2///Rnu1b1,U1b6 small nuclear RNA///U1b2 small nuclear RNA///U1b1 small nuclear RNA
10586700,0.0014587,6.1E-06,9.5878452,4.5403,2.2850675,Rora,RAR-related orphan receptor alpha
10481949,0.0014587,6.15E-06,9.5781405,4.5324,1.09973,Traf1,TNF receptor-associated factor 1
10606369,0.0014587,6.15E-06,-9.5771259,4.5316,-2.2239675,Itm2a,integral membrane protein 2A
10404429,0.0014623,6.21E-06,9.5663734,4.5227,1.77571,Serpinb9,"serine (or cysteine) peptidase inhibitor, clade B, member 9"
10528154,0.0014792,6.32E-06,9.5449776,4.5051,1.31423,Gm6460///Gm6455///4933402N22Rik///Gm5861///Speer1,predicted gene 6460///predicted gene 6455///RIKEN cDNA 4933402N22 gene///predicted gene 5861///spermatogenesis associated glutamate (E)-rich protein 1
10366586,0.0015616,6.72E-06,9.4733176,4.4459,5.28612,Ifng,interferon gamma
10344966,0.0015837,6.86E-06,9.4491594,4.4259,2.71045,Ly96,lymphocyte antigen 96
10451061,0.0016158,7.09E-06,9.410719,4.3938,1.386005,Runx2,runt related transcription factor 2
10388042,0.0016158,7.09E-06,9.4106187,4.3937,2.8517825,6330403K07Rik,RIKEN cDNA 6330403K07 gene
10443940,0.0016477,7.29E-06,-9.3777455,4.3662,-1.1494525,Zfp955b///Zfp955a,zinc finger protein 955B///zinc finger protein 955A
10422598,0.0016477,7.32E-06,-9.3729526,4.3622,-1.113165,Sepp1,"selenoprotein P, plasma, 1"
10565990,0.0017781,7.95E-06,9.2773024,4.2816,2.2881925,Art2a-ps,"ADP-ribosyltransferase 2a, pseudogene"
10451004,0.0018045,8.12E-06,-9.2530835,4.261,-1.0113725,Cd2ap,CD2-associated protein
10405185,0.0018524,8.39E-06,9.215774,4.2292,1.9443475,Cks2,CDC28 protein kinase regulatory subunit 2
10350343,0.0018583,8.51E-06,9.1992601,4.2151,2.2116,Atp6v1g3,"ATPase, H+ transporting, lysosomal V1 subunit G3"
10427454,0.0018583,8.52E-06,-9.197978,4.214,-1.115695,Card6,"caspase recruitment domain family, member 6"
10444824,0.0018757,8.65E-06,9.1802935,4.1989,1.2838475,H2-Q6///H2-Q8,"histocompatibility 2, Q region locus 6///histocompatibility 2, Q region locus 8"
10369615,0.0019368,8.99E-06,9.1367337,4.1615,0.9969425,Srgn,serglycin
10446229,0.0019492,9.1E-06,9.1225341,4.1492,1.903955,Tnfsf9,"tumor necrosis factor (ligand) superfamily, member 9"
10603567,0.002008,9.43E-06,9.0819701,4.1142,1.364825,Dynlt3,dynein light chain Tctex-type 3
10360373,0.0020197,9.54E-06,-9.068605,4.1026,-1.6748875,Pydc4,pyrin domain containing 4
10384572,0.0020504,9.75E-06,9.0448173,4.082,1.4397275,Lgalsl,"lectin, galactoside binding-like"
10338199,0.0020593,9.85E-06,-9.0332292,4.0719,-1.7096225,,
10493809,0.0020873,1E-05,9.0113659,4.0528,1.865015,S100a2,S100 calcium binding protein A2
10450501,0.0020905,1.01E-05,9.0031165,4.0456,1.5953,Tnf,tumor necrosis factor
10510687,0.0021619,1.05E-05,8.9588346,4.0068,1.6263225,Acot7,acyl-CoA thioesterase 7
10412218,0.0021892,1.07E-05,8.9382828,3.9888,2.5082575,Gzmk,granzyme K
10397359,0.0022058,1.09E-05,8.92342,3.9757,1.5354,Batf,"basic leucine zipper transcription factor, ATF-like"
10419288,0.0022151,1.1E-05,8.9123773,3.9659,2.319085,Gch1,GTP cyclohydrolase 1
10409278,0.0022249,1.11E-05,8.9011201,3.956,3.442985,Nfil3,"nuclear factor, interleukin 3, regulated"
10531776,0.0022809,1.15E-05,-8.8625067,3.9218,-1.09174,Fam175a,"family with sequence similarity 175, member A"
10355141,0.0022809,1.15E-05,-8.8609244,3.9204,-1.211995,Klf7,Kruppel-like factor 7 (ubiquitous)
10521136,0.002291,1.16E-05,8.849828,3.9105,1.4072525,Whsc1,Wolf-Hirschhorn syndrome candidate 1 (human)
10605431,0.0024091,1.23E-05,8.7880202,3.8554,1.311875,Rab39b,"RAB39B, member RAS oncogene family"
10453216,0.0024278,1.24E-05,-8.7733987,3.8423,-1.0688775,Thumpd2,THUMP domain containing 2
10505187,0.0024721,1.28E-05,-8.7446231,3.8165,-1.9384525,Ugcg,UDP-glucose ceramide glucosyltransferase
10367945,0.0024721,1.28E-05,8.7414548,3.8136,1.3399375,Phactr2,phosphatase and actin regulator 2
10352916,0.0025091,1.31E-05,-8.7138177,3.7887,-1.151165,Mir29b-2///A330023F24Rik,microRNA 29b-2///RIKEN cDNA A330023F24 gene
10459905,0.0025091,1.31E-05,8.7132819,3.7882,0.8227025,Setbp1,SET binding protein 1
10394770,0.0025468,1.34E-05,8.6875425,3.765,3.0340325,Odc1,"ornithine decarboxylase, structural 1"
10576661,0.0025468,1.35E-05,8.685245,3.7629,3.97897,Itgb1,integrin beta 1 (fibronectin receptor beta)
10542140,0.0026153,1.39E-05,8.6481072,3.7292,1.1551875,Klrb1f,killer cell lectin-like receptor subfamily B member 1F
10488449,0.0026153,1.4E-05,-8.6447173,3.7261,-2.2315275,,
10357488,0.0026747,1.44E-05,-8.6087654,3.6934,-1.8521725,Cd55,"CD55 molecule, decay accelerating factor for complement"
10443980,0.0026747,1.45E-05,8.6049636,3.6899,2.7156975,Myo1f,myosin IF
10490826,0.0026747,1.45E-05,-8.6032907,3.6884,-1.1148375,Zbtb10,zinc finger and BTB domain containing 10
10605674,0.0027157,1.48E-05,8.5811628,3.6681,1.4229975,Pola1,"polymerase (DNA directed), alpha 1"
10346790,0.0027558,1.51E-05,8.5597619,3.6485,2.5103325,Ctla4,cytotoxic T-lymphocyte-associated protein 4
10395287,0.0028426,1.57E-05,8.5207769,3.6126,1.4549775,Atxn7l1,ataxin 7-like 1
10545135,0.0028859,1.6E-05,8.4990436,3.5926,1.947035,Il12rb2,"interleukin 12 receptor, beta 2"
10389877,0.0029038,1.62E-05,8.4869564,3.5814,2.16964,Wfikkn2,"WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 2"
10425283,0.002969,1.66E-05,8.4577707,3.5543,1.2257775,Maff,"v-maf musculoaponeurotic fibrosarcoma oncogene family, protein F (avian)"
10422493,0.0029778,1.68E-05,-8.4492253,3.5464,-1.05968,Gpr18,G protein-coupled receptor 18
10510574,0.0030023,1.7E-05,8.4351471,3.5333,1.03105,Errfi1,ERBB receptor feedback inhibitor 1
10495405,0.0030411,1.73E-05,8.4161418,3.5156,1.135975,Slc25a24,"solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 24"
10386418,0.003047,1.74E-05,8.4088309,3.5088,0.86463,,
10363735,0.0030502,1.75E-05,8.4024666,3.5028,1.8236125,Egr2,early growth response 2
10462973,0.003138,1.81E-05,8.3670846,3.4697,1.3415725,Hells,"helicase, lymphoid specific"
10381096,0.0031411,1.82E-05,-8.3609013,3.4639,-1.32154,Igfbp4,insulin-like growth factor binding protein 4
10565994,0.0031739,1.85E-05,8.344761,3.4487,0.96175,Art2b,ADP-ribosyltransferase 2b
10475517,0.0031825,1.86E-05,8.3367894,3.4412,1.8324175,AA467197,expressed sequence AA467197
10358717,0.0031975,1.88E-05,-8.326467,3.4315,-1.2909275,1700025G04Rik,RIKEN cDNA 1700025G04 gene
10519661,0.0031975,1.89E-05,8.3216784,3.427,1.61093,Gm6460///Gm6455///4933402N22Rik///Gm5861///Speer3///Speer1,predicted gene 6460///predicted gene 6455///RIKEN cDNA 4933402N22 gene///predicted gene 5861///spermatogenesis associated glutamate (E)-rich protein 3///spermatogenesis associated glutamate (E)-rich protein 1
10421723,0.0032318,1.92E-05,8.3028121,3.4092,1.025685,Dnajc15,DnaJ heat shock protein family (Hsp40) member C15
10519644,0.0032318,1.94E-05,8.2927446,3.3996,1.5813975,Gm6460///Gm6455///4933402N22Rik///Gm5861///Speer1,predicted gene 6460///predicted gene 6455///RIKEN cDNA 4933402N22 gene///predicted gene 5861///spermatogenesis associated glutamate (E)-rich protein 1
10377429,0.0032318,1.95E-05,8.2902984,3.3973,3.5327775,Snord118,"small nucleolar RNA, C/D box 118"
10399428,0.0032318,1.95E-05,8.2902984,3.3973,3.5327775,Snord118,"small nucleolar RNA, C/D box 118"
10594798,0.0032318,1.96E-05,8.283112,3.3905,1.4004775,,
10369688,0.0032318,1.97E-05,-8.2790248,3.3866,-2.0824675,Tet1,tet methylcytosine dioxygenase 1
10530503,0.0032318,1.97E-05,-8.2758697,3.3837,-1.51474,Cnga1,cyclic nucleotide gated channel alpha 1
10519527,0.0032583,2E-05,8.2613442,3.3699,1.4254575,Abcb1a,"ATP-binding cassette, sub-family B (MDR/TAP), member 1A"
10573319,0.0032583,2.01E-05,8.2573361,3.3661,0.9145025,Podnl1,podocan-like 1
