"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"10403756"	"0.00029316"	"6.13e-07"	"-12.433501"	"6.761491"	"-1.7392875"	"Yae1d1"	"Yae1 domain containing 1"
"10407916"	"0.00029316"	"6.13e-07"	"-12.433501"	"6.761491"	"-1.7392875"	"Yae1d1"	"Yae1 domain containing 1"
"10439527"	"0.00029316"	"6.18e-07"	"12.421702"	"6.753865"	"3.0605075"	"Tigit"	"T cell immunoreceptor with Ig and ITIM domains"
"10607738"	"0.00030007"	"6.49e-07"	"12.350196"	"6.70746"	"3.4277375"	"Car5b"	"carbonic anhydrase 5b, mitochondrial"
"10545187"	"0.00030007"	"6.57e-07"	"12.333888"	"6.696833"	"3.230815"	"Igkv4-59///Igkv4-70///Igkc///Igkv4-59///Igkv4-80///Igkv4-70"	"immunoglobulin kappa variable 4-59///immunoglobulin kappa chain variable 4-70///immunoglobulin kappa constant///immunoglobulin kappa variable 4-59///immunoglobulin kappa variable 4-80///immunoglobulin kappa chain variable 4-70"
"10595633"	"0.00030007"	"6.58e-07"	"12.330432"	"6.694579"	"1.8311275"	"Bcl2a1d///Bcl2a1c///Bcl2a1b///Bcl2a1a"	"B cell leukemia/lymphoma 2 related protein A1d///B cell leukemia/lymphoma 2 related protein A1c///B cell leukemia/lymphoma 2 related protein A1b///B cell leukemia/lymphoma 2 related protein A1a"
"10545252"	"0.00030037"	"6.87e-07"	"12.269156"	"6.65449"	"2.9059075"	""	""
"10469457"	"0.00030037"	"6.97e-07"	"12.247641"	"6.64036"	"2.47628"	"Plxdc2"	"plexin domain containing 2"
"10357488"	"0.00030037"	"6.98e-07"	"-12.246443"	"6.639572"	"-3.46994"	"Cd55"	"CD55 molecule, decay accelerating factor for complement"
"10416037"	"0.00030037"	"6.99e-07"	"12.242662"	"6.637086"	"1.8891925"	"Pbk"	"PDZ binding kinase"
"10343277"	"0.00030037"	"7.15e-07"	"-12.210288"	"6.615759"	"-1.77974"	""	""
"10424400"	"0.00030037"	"7.23e-07"	"-12.195029"	"6.605684"	"-1.629445"	"Myc"	"myelocytomatosis oncogene"
"10496580"	"0.00030037"	"7.31e-07"	"12.179765"	"6.595592"	"1.55597"	"Gbp3"	"guanylate binding protein 3"
"10445767"	"0.00030037"	"7.33e-07"	"-12.175271"	"6.592618"	"-1.8746075"	"Treml2"	"triggering receptor expressed on myeloid cells-like 2"
"10545173"	"0.00030037"	"7.35e-07"	"12.171097"	"6.589854"	"4.27029"	"Igkv10-96"	"immunoglobulin kappa variable 10-96"
"10466745"	"0.00030048"	"7.44e-07"	"12.154141"	"6.578617"	"1.698075"	"Tjp2"	"tight junction protein 2"
"10538921"	"0.00030672"	"7.68e-07"	"12.107501"	"6.547615"	"4.486035"	"Igkv9-120///Igk-V1///Igk-V21///Igkv9-120///Zak///Igkv1-117///Igk-V1"	"immunoglobulin kappa chain variable 9-120///immunoglobulin kappa chain variable 1 (V1)///immunoglobulin kappa chain variable 21 (V21)///immunoglobulin kappa chain variable 9-120///sterile alpha motif and leucine zipper containing kinase AZK///immunoglobulin kappa variable 1-117///immunoglobulin kappa chain variable 1 (V1)"
"10450369"	"0.00030672"	"7.81e-07"	"12.084507"	"6.532279"	"3.305895"	"Hspa1a"	"heat shock protein 1A"
"10605431"	"0.00030672"	"7.85e-07"	"12.076715"	"6.527075"	"2.0348825"	"Rab39b"	"RAB39B, member RAS oncogene family"
"10358259"	"0.00032392"	"8.45e-07"	"11.971473"	"6.456407"	"1.4782825"	"Nek7"	"NIMA (never in mitosis gene a)-related expressed kinase 7"
"10437673"	"0.00032392"	"8.58e-07"	"11.950325"	"6.442121"	"1.9682475"	"Tnp2"	"transition protein 2"
"10508392"	"0.00032392"	"8.63e-07"	"11.94143"	"6.436103"	"1.5104025"	"Rnf19b"	"ring finger protein 19B"
"10589884"	"0.00032392"	"8.67e-07"	"11.934835"	"6.431638"	"2.157315"	"Bcl2a1c"	"B cell leukemia/lymphoma 2 related protein A1c"
"10471555"	"0.00032392"	"8.75e-07"	"11.923326"	"6.423841"	"1.7478225"	"Angptl2"	"angiopoietin-like 2"
"10453026"	"0.00033174"	"9.05e-07"	"-11.875083"	"6.391059"	"-2.11626"	"Prkd3"	"protein kinase D3"
"10390707"	"0.00033221"	"9.18e-07"	"11.854524"	"6.377043"	"2.895735"	"Top2a"	"topoisomerase (DNA) II alpha"
"10597098"	"0.00033221"	"9.33e-07"	"11.831643"	"6.361412"	"3.48126"	"Camp"	"cathelicidin antimicrobial peptide"
"10499108"	"0.00033221"	"9.34e-07"	"11.830359"	"6.360534"	"1.9693975"	"Glt28d2"	"glycosyltransferase 28 domain containing 2"
"10455961"	"0.00033295"	"9.46e-07"	"11.813287"	"6.348848"	"1.6330475"	"Iigp1"	"interferon inducible GTPase 1"
"10583090"	"0.0003344"	"9.67e-07"	"11.782257"	"6.327558"	"1.647505"	"Mmp10"	"matrix metallopeptidase 10"
"10484894"	"0.0003344"	"9.71e-07"	"11.776224"	"6.323411"	"2.6945375"	"Ptprj"	"protein tyrosine phosphatase, receptor type, J"
"10545184"	"0.0003344"	"9.78e-07"	"11.766313"	"6.316594"	"3.398645"	"Igkv4-59///Igkv4-70///Igkc///Igkv4-59///Igkv4-80"	"immunoglobulin kappa variable 4-59///immunoglobulin kappa chain variable 4-70///immunoglobulin kappa constant///immunoglobulin kappa variable 4-59///immunoglobulin kappa variable 4-80"
"10538880"	"0.00033479"	"9.89e-07"	"11.751336"	"6.30628"	"5.838215"	"Igkv9-120///Igk-V1///Igk-V21///Igkv9-120///Zak///Igkv1-117///Igk-V1"	"immunoglobulin kappa chain variable 9-120///immunoglobulin kappa chain variable 1 (V1)///immunoglobulin kappa chain variable 21 (V21)///immunoglobulin kappa chain variable 9-120///sterile alpha motif and leucine zipper containing kinase AZK///immunoglobulin kappa variable 1-117///immunoglobulin kappa chain variable 1 (V1)"
"10427628"	"0.00033625"	"1.00e-06"	"-11.732109"	"6.293017"	"-1.4081"	"Il7r"	"interleukin 7 receptor"
"10531126"	"0.00033782"	"1.02e-06"	"11.712549"	"6.279499"	"4.282025"	"Jchain"	"immunoglobulin joining chain"
"10406254"	"0.00035222"	"1.07e-06"	"11.641833"	"6.230416"	"3.301805"	"Ell2"	"elongation factor RNA polymerase II 2"
"10354529"	"0.00035539"	"1.09e-06"	"11.616753"	"6.212928"	"3.711255"	"1700019D03Rik"	"RIKEN cDNA 1700019D03 gene"
"10399465"	"0.00035915"	"1.11e-06"	"11.588783"	"6.193376"	"2.146395"	"Fam84a"	"family with sequence similarity 84, member A"
"10407985"	"0.00035915"	"1.12e-06"	"11.577222"	"6.185278"	"1.4246825"	"Gpr141"	"G protein-coupled receptor 141"
"10472846"	"0.00035936"	"1.13e-06"	"-11.564068"	"6.176054"	"-2.3443875"	"Pdk1"	"pyruvate dehydrogenase kinase, isoenzyme 1"
"10571399"	"0.00036035"	"1.15e-06"	"11.541676"	"6.160325"	"3.531645"	"Zdhhc2"	"zinc finger, DHHC domain containing 2"
"10545175"	"0.00036035"	"1.16e-06"	"11.533515"	"6.154584"	"3.8070425"	"Igkv10-96///Igkj1///Igkv10-96"	"immunoglobulin kappa variable 10-96///immunoglobulin kappa joining 1///immunoglobulin kappa variable 10-96"
"10484888"	"0.00036035"	"1.17e-06"	"11.524059"	"6.147926"	"2.1066675"	"Ptprj"	"protein tyrosine phosphatase, receptor type, J"
"10428536"	"0.00036294"	"1.18e-06"	"11.502415"	"6.132665"	"2.7119725"	"Trps1"	"trichorhinophalangeal syndrome I (human)"
"10474984"	"0.00036418"	"1.20e-06"	"11.479911"	"6.116763"	"2.2785"	"Nusap1"	"nucleolar and spindle associated protein 1"
"10497587"	"0.00036418"	"1.21e-06"	"-11.474414"	"6.112873"	"-1.7940575"	"Yae1d1"	"Yae1 domain containing 1"
"10356082"	"0.00036871"	"1.23e-06"	"11.44607"	"6.092784"	"2.502745"	"Plscr1"	"phospholipid scramblase 1"
"10417526"	"0.00037468"	"1.26e-06"	"11.412842"	"6.069163"	"2.12134"	"Dnase1l3"	"deoxyribonuclease 1-like 3"
"10606058"	"0.00037535"	"1.28e-06"	"11.399177"	"6.059428"	"3.975495"	"Cxcr3"	"chemokine (C-X-C motif) receptor 3"
"10468762"	"0.00038782"	"1.33e-06"	"11.341678"	"6.018318"	"1.5317375"	"Shtn1"	"shootin 1"
"10545247"	"0.00038782"	"1.35e-06"	"11.322293"	"6.004408"	"4.8455975"	"Igkv6-14///Igkv6-14///Igkv6-15"	"immunoglobulin kappa variable 6-14///immunoglobulin kappa variable 6-14///immunoglobulin kappa variable 6-15"
"10414271"	"0.00038782"	"1.36e-06"	"11.314037"	"5.998474"	"2.1792625"	"Ptger2"	"prostaglandin E receptor 2 (subtype EP2)"
"10542275"	"0.00038782"	"1.37e-06"	"11.304862"	"5.991876"	"1.8206125"	"Etv6"	"ets variant 6"
"10356269"	"0.00038782"	"1.37e-06"	"11.300294"	"5.988589"	"1.845335"	"Sp140///A530032D15Rik"	"Sp140 nuclear body protein///RIKEN cDNA A530032D15Rik gene"
"10532896"	"0.00039074"	"1.40e-06"	"11.279596"	"5.973675"	"1.43953"	"2610524H06Rik"	"RIKEN cDNA 2610524H06 gene"
"10493990"	"0.00041756"	"1.52e-06"	"11.167074"	"5.892066"	"1.3170025"	"S100a11"	"S100 calcium binding protein A11"
"10516658"	"0.00041756"	"1.52e-06"	"11.16136"	"5.887899"	"2.3779275"	"Ccdc28b"	"coiled coil domain containing 28B"
"10466210"	"0.00041756"	"1.55e-06"	"11.140398"	"5.872588"	"1.8679325"	"Ms4a6d"	"membrane-spanning 4-domains, subfamily A, member 6D"
"10409278"	"0.00041756"	"1.55e-06"	"11.136362"	"5.869636"	"4.1268725"	"Nfil3"	"nuclear factor, interleukin 3, regulated"
"10545231"	"0.00041756"	"1.56e-06"	"11.132201"	"5.866592"	"4.649545"	""	""
"10466127"	"0.00041756"	"1.57e-06"	"11.124548"	"5.86099"	"1.9784275"	"AW112010"	"expressed sequence AW112010"
"10603051"	"0.00041756"	"1.57e-06"	"11.119289"	"5.857138"	"2.4878675"	"Ap1s2"	"adaptor-related protein complex 1, sigma 2 subunit"
"10422598"	"0.00042216"	"1.60e-06"	"-11.094931"	"5.839269"	"-2.30185"	"Sepp1"	"selenoprotein P, plasma, 1"
"10580450"	"0.00042244"	"1.62e-06"	"-11.084259"	"5.831428"	"-2.844955"	""	""
"10459066"	"0.00042631"	"1.64e-06"	"11.062527"	"5.815433"	"2.331835"	"Gm4841"	"predicted gene 4841"
"10587383"	"0.00045627"	"1.78e-06"	"10.955418"	"5.736103"	"1.5453375"	"Cd109"	"CD109 antigen"
"10522366"	"0.00045627"	"1.78e-06"	"-10.954129"	"5.735143"	"-2.5247875"	""	""
"10438415"	"0.00045938"	"1.82e-06"	"10.930705"	"5.71768"	"2.350845"	"2010309G21Rik///Iglv1///Iglc1///Iglv2///2010309G21Rik///Iglv1"	"RIKEN cDNA 2010309G21 gene///immunoglobulin lambda variable 1///immunoglobulin lambda constant 1///immunoglobulin lambda variable 2///RIKEN cDNA 2010309G21 gene///immunoglobulin lambda variable 1"
"10449284"	"0.00045938"	"1.82e-06"	"10.926575"	"5.714596"	"1.44171"	"Dusp1"	"dual specificity phosphatase 1"
"10347218"	"0.00046739"	"1.87e-06"	"10.889754"	"5.687053"	"2.0375575"	""	""
"10524312"	"0.00046739"	"1.88e-06"	"-10.885628"	"5.68396"	"-1.8902175"	"Ttc28"	"tetratricopeptide repeat domain 28"
"10369702"	"0.00046936"	"1.91e-06"	"-10.862377"	"5.666509"	"-3.0771875"	"Tet1"	"tet methylcytosine dioxygenase 1"
"10567043"	"0.00046936"	"1.92e-06"	"-10.85478"	"5.660798"	"-3.196955"	"Rras2"	"related RAS viral (r-ras) oncogene 2"
"10403229"	"0.00046936"	"1.93e-06"	"10.853158"	"5.659578"	"2.0321275"	"Itgb8"	"integrin beta 8"
"10396652"	"0.00047049"	"1.95e-06"	"10.841175"	"5.65056"	"1.53709"	"Hspa2"	"heat shock protein 2"
"10459071"	"0.0004935"	"2.05e-06"	"10.770615"	"5.597242"	"2.11361"	"Smim3"	"small integral membrane protein 3"
"10549162"	"0.00049454"	"2.08e-06"	"-10.75547"	"5.585748"	"-2.5574775"	"St8sia1"	"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1"
"10472860"	"0.00049454"	"2.10e-06"	"-10.742782"	"5.576107"	"-2.5342025"	"Rapgef4"	"Rap guanine nucleotide exchange factor (GEF) 4"
"10436945"	"0.00049454"	"2.10e-06"	"10.742044"	"5.575546"	"1.790565"	"Slc5a3"	"solute carrier family 5 (inositol transporters), member 3"
"10457640"	"0.0005"	"2.14e-06"	"10.719411"	"5.558315"	"1.3024225"	"S100a11"	"S100 calcium binding protein A11"
"10417124"	"0.00050521"	"2.18e-06"	"10.693993"	"5.538918"	"1.5856525"	"B930095G15Rik"	"RIKEN cDNA B930095G15 gene"
"10545198"	"0.00050521"	"2.19e-06"	"10.688094"	"5.534409"	"3.290775"	"Igkv4-59///Igkv4-77///Igkv4-70///Igkv4-72///Igkv4-68///Igkc///Igkv19-93///Igkv4-59///Igkv4-80///Igkv4-70///Igkv4-68"	"immunoglobulin kappa variable 4-59///immunoglobulin kappa variable 4-77///immunoglobulin kappa chain variable 4-70///immunoglobulin kappa chain variable 4-72///immunoglobulin kappa variable 4-68///immunoglobulin kappa constant///immunoglobulin kappa chain variable 19-93///immunoglobulin kappa variable 4-59///immunoglobulin kappa variable 4-80///immunoglobulin kappa chain variable 4-70///immunoglobulin kappa variable 4-68"
"10568714"	"0.00050521"	"2.20e-06"	"10.681032"	"5.529008"	"2.8554175"	"Mki67"	"antigen identified by monoclonal antibody Ki 67"
"10339972"	"0.00051718"	"2.27e-06"	"-10.642856"	"5.499744"	"-2.05172"	""	""
"10406968"	"0.00051966"	"2.30e-06"	"10.62474"	"5.485819"	"2.517255"	"Cenpk"	"centromere protein K"
"10461844"	"0.00051966"	"2.32e-06"	"10.616798"	"5.479707"	"1.57809"	"Gnaq"	"guanine nucleotide binding protein, alpha q polypeptide"
"10353004"	"0.00051966"	"2.32e-06"	"10.612477"	"5.476379"	"2.177615"	"Cks2"	"CDC28 protein kinase regulatory subunit 2"
"10499861"	"0.0005317"	"2.39e-06"	"10.57535"	"5.447726"	"2.744595"	"S100a9"	"S100 calcium binding protein A9 (calgranulin B)"
"10424779"	"0.0005332"	"2.41e-06"	"10.563861"	"5.438838"	"1.95632"	"Cks2"	"CDC28 protein kinase regulatory subunit 2"
"10480238"	"0.00053607"	"2.44e-06"	"-10.549208"	"5.427487"	"-3.8929425"	"St8sia6"	"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6"
"10405185"	"0.00054484"	"2.50e-06"	"10.518809"	"5.403886"	"2.14188"	"Cks2"	"CDC28 protein kinase regulatory subunit 2"
"10498599"	"0.00054484"	"2.51e-06"	"-10.513148"	"5.399482"	"-2.5893075"	"Ift80"	"intraflagellar transport 80"
"10369690"	"0.00054829"	"2.54e-06"	"-10.497488"	"5.387289"	"-2.2990575"	"Tet1"	"tet methylcytosine dioxygenase 1"
"10603551"	"0.00055397"	"2.59e-06"	"10.476882"	"5.371215"	"3.50883"	"Cybb"	"cytochrome b-245, beta polypeptide"
"10485607"	"0.00055536"	"2.61e-06"	"-10.466162"	"5.362841"	"-1.8619575"	"Qser1"	"glutamine and serine rich 1"
"10582295"	"0.00056365"	"2.66e-06"	"10.440034"	"5.342389"	"1.6298125"	"Odc1"	"ornithine decarboxylase, structural 1"
"10442219"	"0.0005725"	"2.72e-06"	"10.413032"	"5.321199"	"1.470465"	"Zfp52"	"zinc finger protein 52"
"10590494"	"0.00057563"	"2.75e-06"	"10.398823"	"5.310024"	"2.44289"	"Kif15"	"kinesin family member 15"
"10361091"	"0.00057565"	"2.77e-06"	"10.391437"	"5.304209"	"1.3079875"	"Atf3"	"activating transcription factor 3"
"10483110"	"0.00057575"	"2.79e-06"	"10.383927"	"5.298292"	"1.4985075"	"Ifih1"	"interferon induced with helicase C domain 1"
"10384458"	"0.00060154"	"2.94e-06"	"10.315442"	"5.244127"	"3.77666"	"Plek"	"pleckstrin"
"10502791"	"0.00060154"	"2.94e-06"	"10.314888"	"5.243688"	"1.6600425"	"Ifi44"	"interferon-induced protein 44"
"10429114"	"0.00061843"	"3.06e-06"	"-10.26673"	"5.205373"	"-1.59606"	"Tmem71"	"transmembrane protein 71"
"10500720"	"0.00061843"	"3.06e-06"	"10.265835"	"5.204659"	"1.9351725"	"Slc22a15"	"solute carrier family 22 (organic anion/cation transporter), member 15"
"10511679"	"0.00061843"	"3.08e-06"	"10.259349"	"5.199484"	"1.447555"	"Decr1"	"2,4-dienoyl CoA reductase 1, mitochondrial"
"10412218"	"0.00061986"	"3.11e-06"	"10.247696"	"5.190178"	"2.338705"	"Gzmk"	"granzyme K"
