ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
10345074,0.0001368,7.7E-08,16.2405896,8.494172,2.05176,Cetn4,centrin 4
10422598,0.0001494,8.82E-08,-15.9821516,8.38253,-1.7908775,Sepp1,"selenoprotein P, plasma, 1"
10439790,0.0001623,1E-07,-15.7402708,8.275667,-3.7443425,Trat1,T cell receptor associated transmembrane adaptor 1
10446229,0.0001637,1.06E-07,15.6423848,8.231753,1.86947,Tnfsf9,"tumor necrosis factor (ligand) superfamily, member 9"
10343022,0.0001649,1.11E-07,-15.5499814,8.18994,-2.76786,,
10395389,0.0001668,1.25E-07,15.3425817,8.094802,2.7357975,Sostdc1,sclerostin domain containing 1
10461369,0.0001668,1.31E-07,15.2588038,8.055858,2.396485,Ahnak,AHNAK nucleoprotein (desmoyokin)
10545135,0.0001668,1.32E-07,15.2443876,8.049127,3.24384,Il12rb2,"interleukin 12 receptor, beta 2"
10396421,0.0001668,1.33E-07,15.2268128,8.040909,1.8697175,Hif1a,"hypoxia inducible factor 1, alpha subunit"
10365933,0.0001668,1.36E-07,15.1864808,8.021999,3.4520075,Eea1,early endosome antigen 1
10439895,0.0001736,1.46E-07,15.0547139,7.959729,2.9686025,Alcam,activated leukocyte cell adhesion molecule
10523595,0.0002008,1.75E-07,14.7402818,7.808047,2.1379325,Ptpn13,"protein tyrosine phosphatase, non-receptor type 13"
10404422,0.0002113,1.9E-07,14.5963587,7.737133,3.28342,Serpinb6b,"serine (or cysteine) peptidase inhibitor, clade B, member 6b"
10485607,0.0002166,2.01E-07,-14.5005886,7.689415,-2.25948,Qser1,glutamine and serine rich 1
10590381,0.0002409,2.3E-07,-14.2688322,7.572162,-1.873815,Vipr1,vasoactive intestinal peptide receptor 1
10426315,0.0002677,2.64E-07,14.0427326,7.455286,1.9007525,Lrrk2,leucine-rich repeat kinase 2
10362811,0.0002737,2.77E-07,-13.9589139,7.411321,-2.01915,Sesn1,sestrin 1
10485405,0.0002799,2.91E-07,13.8763402,7.367667,2.337165,Cd44,CD44 antigen
10586227,0.0002977,3.35E-07,13.6487122,7.245538,2.0391975,Dennd4a,DENN/MADD domain containing 4A
10582985,0.0002977,3.46E-07,13.5935972,7.215566,4.33526,Casp1,caspase 1
10434754,0.0002977,3.48E-07,-13.585214,7.210994,-2.374025,B630019A10Rik///C730014E05Rik,RIKEN cDNA B630019A10 gene///RIKEN cDNA C730014E05 gene
10590635,0.0002977,3.54E-07,13.5564755,7.195291,3.66455,Ccr5,chemokine (C-C motif) receptor 5
10598013,0.0002977,3.54E-07,13.5564755,7.195291,3.66455,Ccr5,chemokine (C-C motif) receptor 5
10454015,0.0002977,3.6E-07,13.5311471,7.181415,2.8730125,Ttc39c,tetratricopeptide repeat domain 39C
10483178,0.0003263,4.04E-07,13.347308,7.079684,1.6478925,Cobll1,Cobl-like 1
10434869,0.0003309,4.19E-07,13.2891359,7.047117,1.99673,Ccdc50,coiled-coil domain containing 50
10366346,0.0003366,4.35E-07,13.2276625,7.012503,1.8270425,Phlda1,"pleckstrin homology like domain, family A, member 1"
10606058,0.0003406,4.5E-07,13.1746627,6.982495,4.63438,Cxcr3,chemokine (C-X-C motif) receptor 3
10397359,0.0003406,4.69E-07,13.1092587,6.94525,1.9924575,Batf,"basic leucine zipper transcription factor, ATF-like"
10372028,0.0003406,4.78E-07,13.0797464,6.928367,1.6808525,Plxnc1,plexin C1
10485622,0.0003406,4.8E-07,-13.0748271,6.925548,-2.5652225,Qser1,glutamine and serine rich 1
10356866,0.0003406,4.89E-07,13.0469582,6.909552,2.02361,Pdcd1,programmed cell death 1
10346799,0.0003459,5.06E-07,12.9930842,6.878508,2.54546,Icos,inducible T cell co-stimulator
10590909,0.0003498,5.21E-07,12.9460257,6.851258,1.445725,Endod1,endonuclease domain containing 1
10587792,0.0003742,5.68E-07,12.8131126,6.773614,2.2514125,Plscr1,phospholipid scramblase 1
10532896,0.0003797,5.87E-07,12.7629879,6.744069,1.453865,2610524H06Rik,RIKEN cDNA 2610524H06 gene
10482484,0.0003843,6.05E-07,-12.71702,6.716847,-2.1127975,,
10595371,0.0003853,6.18E-07,12.6860894,6.69846,2.2501025,Hmgn3,high mobility group nucleosomal binding domain 3
10345824,0.0003976,6.56E-07,12.5959722,6.644572,3.8451825,Il18rap,interleukin 18 receptor accessory protein
10476939,0.0003976,6.68E-07,-12.5672573,6.6273,-1.790555,Zfp442///Zfp937///3300002I08Rik,zinc finger protein 442///zinc finger protein 937///RIKEN cDNA 3300002I08 gene
10421517,0.0003976,6.71E-07,12.5609194,6.623481,3.03183,Cysltr2,cysteinyl leukotriene receptor 2
10424779,0.0004041,6.93E-07,12.5117767,6.59379,2.3536475,Cks2,CDC28 protein kinase regulatory subunit 2
10442219,0.0005223,9.22E-07,12.0905934,6.333302,1.6429375,Zfp52,zinc finger protein 52
10353004,0.0005223,9.5E-07,12.0469585,6.305686,2.524715,Cks2,CDC28 protein kinase regulatory subunit 2
10547590,0.0005223,9.53E-07,12.0424771,6.302842,3.068145,Klrg1,"killer cell lectin-like receptor subfamily G, member 1"
10443980,0.0005223,9.55E-07,12.0394497,6.300921,3.59556,Myo1f,myosin IF
10439527,0.0006539,1.22E-06,11.6870898,6.073247,3.02541,Tigit,T cell immunoreceptor with Ig and ITIM domains
10495405,0.0006539,1.26E-06,11.6477099,6.047296,1.57368,Slc25a24,"solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 24"
10550509,0.0006539,1.26E-06,11.6461963,6.046296,2.0522225,Pglyrp1,peptidoglycan recognition protein 1
10429564,0.0006539,1.27E-06,11.6334795,6.037892,1.468605,Ly6a,"lymphocyte antigen 6 complex, locus A"
10484894,0.0006553,1.29E-06,11.6102806,6.022533,3.1543725,Ptprj,"protein tyrosine phosphatase, receptor type, J"
10466127,0.0006786,1.38E-06,11.5191019,5.961816,2.228485,AW112010,expressed sequence AW112010
10595633,0.0006786,1.38E-06,11.5159878,5.959732,1.8827025,Bcl2a1d///Bcl2a1c///Bcl2a1b///Bcl2a1a,B cell leukemia/lymphoma 2 related protein A1d///B cell leukemia/lymphoma 2 related protein A1c///B cell leukemia/lymphoma 2 related protein A1b///B cell leukemia/lymphoma 2 related protein A1a
10421046,0.0006786,1.39E-06,11.5029132,5.950976,1.590565,Dock5,dedicator of cytokinesis 5
10355312,0.0006886,1.43E-06,11.4636212,5.924594,1.6508875,Ikzf2,IKAROS family zinc finger 2
10369702,0.0007466,1.57E-06,-11.3333062,5.836331,-2.8520275,Tet1,tet methylcytosine dioxygenase 1
10480238,0.0007523,1.63E-06,-11.2881347,5.805461,-3.99579,St8sia6,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6"
10558769,0.0007523,1.63E-06,11.2868956,5.804612,2.5933425,Ifitm1,interferon induced transmembrane protein 1
10482177,0.0007748,1.74E-06,-11.193323,5.740199,-1.3700325,Strbp,spermatid perinuclear RNA binding protein
10514658,0.0007748,1.76E-06,11.1848457,5.734333,2.1328075,,
10508392,0.0007748,1.77E-06,11.1730373,5.726153,1.32098,Rnf19b,ring finger protein 19B
10544660,0.0007748,1.78E-06,11.1628698,5.719102,2.5365275,Osbpl3,oxysterol binding protein-like 3
10524312,0.0007748,1.79E-06,-11.1611231,5.717889,-1.885445,Ttc28,tetratricopeptide repeat domain 28
10408935,0.0007801,1.84E-06,11.1250341,5.692797,3.2087175,Atxn1,ataxin 1
10405185,0.0007801,1.86E-06,11.1065637,5.679919,2.3805275,Cks2,CDC28 protein kinase regulatory subunit 2
10498599,0.0007801,1.87E-06,-11.0983529,5.674186,-2.642245,Ift80,intraflagellar transport 80
10472846,0.0007801,1.89E-06,-11.0874777,5.666586,-1.9868325,Pdk1,"pyruvate dehydrogenase kinase, isoenzyme 1"
10481627,0.0007832,1.92E-06,11.0665911,5.651964,1.320335,Lcn2,lipocalin 2
10608692,0.0007859,1.96E-06,-11.0357175,5.630294,-1.58679,,
10521678,0.0007859,1.97E-06,11.0314214,5.627273,1.662305,Cd38,CD38 antigen
10406270,0.0008136,2.07E-06,10.9664304,5.581408,2.0194,Glrx,glutaredoxin
10482772,0.0008136,2.08E-06,10.9553658,5.573569,2.6041175,Nr4a2,"nuclear receptor subfamily 4, group A, member 2"
10496438,0.0008243,2.13E-06,-10.9235068,5.550946,-2.5197625,Adh1,alcohol dehydrogenase 1 (class I)
10488449,0.0008306,2.17E-06,-10.8989545,5.533461,-2.2370275,,
10580450,0.0008306,2.2E-06,-10.8848182,5.523373,-2.35132,,
10582295,0.0008492,2.27E-06,10.8415001,5.492369,1.5692125,Odc1,"ornithine decarboxylase, structural 1"
10500406,0.0008493,2.32E-06,10.813787,5.472461,1.7365225,Cd160,CD160 antigen
10503334,0.0008493,2.33E-06,10.8038525,5.46531,2.4398625,Gem,GTP binding protein (gene overexpressed in skeletal muscle)
10554013,0.0008493,2.36E-06,10.7909003,5.455976,2.351845,Chsy1,chondroitin sulfate synthase 1
10356299,0.0008493,2.36E-06,10.786867,5.453067,1.755975,Gpr55,G protein-coupled receptor 55
10542275,0.0009097,2.56E-06,10.6837584,5.378278,2.102715,Etv6,ets variant 6
10369690,0.0009384,2.67E-06,-10.6297092,5.338751,-2.249795,Tet1,tet methylcytosine dioxygenase 1
10564960,0.0009384,2.69E-06,10.6176629,5.329911,1.245365,Furin,furin (paired basic amino acid cleaving enzyme)
10407467,0.0009639,2.79E-06,10.570323,5.295062,1.904425,Akr1e1,"aldo-keto reductase family 1, member E1"
10484888,0.0009838,2.93E-06,10.5079296,5.248866,2.9762075,Ptprj,"protein tyrosine phosphatase, receptor type, J"
10510687,0.0009838,2.93E-06,10.5074444,5.248505,1.934615,Acot7,acyl-CoA thioesterase 7
10571399,0.0009838,2.93E-06,10.5069419,5.248132,3.3643175,Zdhhc2,"zinc finger, DHHC domain containing 2"
10360173,0.0009911,2.98E-06,10.4853493,5.232072,3.4488025,Slamf7,SLAM family member 7
10352178,0.0009961,3.03E-06,10.4670203,5.218411,2.4139075,Sccpdh,saccharopine dehydrogenase (putative)
10390328,0.0010192,3.13E-06,10.4217303,5.184542,1.379235,Tbx21,T-box 21
10606654,0.0010192,3.15E-06,-10.4142323,5.178919,-2.3492075,Xkrx,"X-linked Kx blood group related, X-linked"
10445767,0.0010424,3.25E-06,-10.3740633,5.14872,-1.51039,Treml2,triggering receptor expressed on myeloid cells-like 2
10494821,0.0010595,3.34E-06,10.3415518,5.124183,1.5688375,Tspan2,tetraspanin 2
10384458,0.0010595,3.37E-06,10.3307567,5.116018,3.83148,Plek,pleckstrin
10345807,0.0010672,3.42E-06,10.3104717,5.100648,2.2753,Il18r1,interleukin 18 receptor 1
10404429,0.0010792,3.49E-06,10.2853161,5.081542,2.2941125,Serpinb9,"serine (or cysteine) peptidase inhibitor, clade B, member 9"
10592888,0.0010802,3.52E-06,10.2731954,5.072318,2.7204325,Cxcr5,chemokine (C-X-C motif) receptor 5
10496580,0.0010946,3.6E-06,10.2457081,5.051356,1.7966875,Gbp3,guanylate binding protein 3
10482795,0.0011027,3.69E-06,10.2162912,5.028855,1.916,Ermn,"ermin, ERM-like protein"
10576639,0.0011027,3.69E-06,10.2151468,5.027978,2.0878225,Nrp1,neuropilin 1
10543067,0.0011155,3.76E-06,10.1901628,5.00881,1.946455,Asns,asparagine synthetase
10409866,0.0011185,3.81E-06,10.1764286,4.998251,2.260365,Ctla2b,cytotoxic T lymphocyte-associated protein 2 beta
10552140,0.0011227,3.85E-06,10.1615146,4.986767,1.4959725,Cebpa,"CCAAT/enhancer binding protein (C/EBP), alpha"
10357488,0.0012024,4.19E-06,-10.056493,4.905384,-2.4882625,Cd55,"CD55 molecule, decay accelerating factor for complement"
10366705,0.0012024,4.19E-06,10.0559378,4.904951,1.344455,,
10350630,0.0012206,4.29E-06,10.0274847,4.882743,1.453245,Fam129a,"family with sequence similarity 129, member A"
10345791,0.0012224,4.36E-06,10.0087888,4.868114,1.82416,Il1rl1,interleukin 1 receptor-like 1
10493626,0.0012224,4.37E-06,-10.0060953,4.866004,-1.36238,4933434E20Rik///1700094D03Rik,RIKEN cDNA 4933434E20 gene///RIKEN cDNA 1700094D03 gene
10524310,0.0012642,4.58E-06,-9.9474349,4.8199,-2.0743175,Ttc28,tetratricopeptide repeat domain 28
10466210,0.0012642,4.59E-06,9.9455458,4.81841,2.6791775,Ms4a6d,"membrane-spanning 4-domains, subfamily A, member 6D"
10589884,0.0012791,4.71E-06,9.9141473,4.793608,2.270375,Bcl2a1c,B cell leukemia/lymphoma 2 related protein A1c
10361771,0.0012791,4.71E-06,9.9123321,4.792171,1.2136025,Plagl1,pleiomorphic adenoma gene-like 1
10540472,0.0012951,4.81E-06,9.8863285,4.771563,3.8706725,Bhlhe40,"basic helix-loop-helix family, member e40"
10493990,0.0012951,4.84E-06,9.8786605,4.765475,1.2839375,S100a11,S100 calcium binding protein A11
10360382,0.0013057,4.92E-06,9.8595974,4.750318,3.2841275,Mnda///Ifi204,myeloid cell nuclear differentiation antigen///interferon activated gene 204
10356269,0.0013173,5.03E-06,9.8336307,4.729622,1.7521725,Sp140///A530032D15Rik,Sp140 nuclear body protein///RIKEN cDNA A530032D15Rik gene
10341738,0.0013173,5.04E-06,9.8308587,4.72741,1.667355,,
10549162,0.0013927,5.37E-06,-9.7546445,4.666312,-2.4043325,St8sia1,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1"
10412218,0.0014086,5.47E-06,9.7321824,4.648208,2.53045,Gzmk,granzyme K
10475517,0.0014097,5.51E-06,9.722584,4.640459,2.6458825,AA467197,expressed sequence AA467197
10363070,0.0014127,5.61E-06,9.700759,4.622809,3.7777775,Lilr4b,"leukocyte immunoglobulin-like receptor, subfamily B, member 4B"
10605431,0.0014127,5.63E-06,9.6972927,4.620002,1.3798075,Rab39b,"RAB39B, member RAS oncogene family"
10606369,0.0014127,5.64E-06,-9.694391,4.617651,-2.195905,Itm2a,integral membrane protein 2A
10499861,0.0014482,5.82E-06,9.6562528,4.586687,2.2990925,S100a9,S100 calcium binding protein A9 (calgranulin B)
10511282,0.0014923,6.04E-06,9.6120779,4.550661,1.7220475,Tnfrsf4,"tumor necrosis factor receptor superfamily, member 4"
10457640,0.0014923,6.09E-06,9.6038826,4.543959,1.29667,S100a11,S100 calcium binding protein A11
10359201,0.0015297,6.28E-06,-9.5663209,4.513163,-1.13921,Ralgps2,Ral GEF with PH domain and SH3 binding motif 2
10533256,0.0015338,6.34E-06,9.555034,4.503884,2.09733,Oas1a,2'-5' oligoadenylate synthetase 1A
10548409,0.0015505,6.45E-06,9.5341928,4.486721,4.04291,Klrc1,"killer cell lectin-like receptor subfamily C, member 1"
10395287,0.0015609,6.54E-06,9.5182974,4.473605,1.504865,Atxn7l1,ataxin 7-like 1
10344038,0.0015662,6.61E-06,-9.5064322,4.4638,-2.4284975,,
10406254,0.0016579,7.04E-06,9.4316584,4.401715,1.682645,Ell2,elongation factor RNA polymerase II 2
10523182,0.0016801,7.2E-06,9.4054977,4.379874,2.5401275,Areg,amphiregulin
10338273,0.0016801,7.23E-06,-9.4007068,4.375867,-1.4471825,,
10427640,0.0017288,7.49E-06,-9.3597013,4.341488,-1.1862175,Spef2,sperm flagellar 2
10358476,0.0017711,7.72E-06,-9.324074,4.311493,-1.13705,Prg4,"proteoglycan 4 (megakaryocyte stimulating factor, articular superficial zone protein)"
10341254,0.0018131,7.95E-06,-9.2894429,4.282223,-1.3597325,,
10568714,0.0018537,8.19E-06,9.2564854,4.254265,3.62639,Mki67,antigen identified by monoclonal antibody Ki 67
10588927,0.0018569,8.25E-06,-9.2471402,4.246319,-1.3483025,1700102P08Rik,RIKEN cDNA 1700102P08 gene
10468885,0.0018807,8.41E-06,-9.2252095,4.22764,-1.607145,Zfp950,zinc finger protein 950
10449652,0.0019221,8.67E-06,-9.190134,4.197671,-1.813675,Gm9937,predicted gene 9937
10407392,0.0019221,8.75E-06,-9.179959,4.188955,-1.3211875,Fam208b,"family with sequence similarity 208, member B"
10506108,0.0019221,8.76E-06,-9.1787244,4.187897,-2.95657,,
10417027,0.0019496,8.96E-06,-9.1529968,4.165813,-1.509715,Cldn10,claudin 10
10601882,0.0019496,8.99E-06,-9.1484289,4.161886,-1.5166075,BC065397,cDNA sequence BC065397
10366586,0.0019554,9.07E-06,9.1381125,4.153009,5.064655,Ifng,interferon gamma
10585778,0.0020073,9.37E-06,9.1013526,4.121295,1.3567125,Sema7a,"sema domain, immunoglobulin domain (Ig), and GPI membrane anchor, (semaphorin) 7A"
10603567,0.0020142,9.46E-06,9.0906364,4.112025,1.2454375,Dynlt3,dynein light chain Tctex-type 3
10358259,0.002059,9.74E-06,9.0577076,4.083473,1.41655,Nek7,NIMA (never in mitosis gene a)-related expressed kinase 7
10457225,0.002059,9.79E-06,9.052125,4.078622,1.4911575,Map3k8,mitogen-activated protein kinase kinase kinase 8
10487508,0.0020793,9.94E-06,9.0343659,4.06317,1.1992525,Gm14005,predicted gene 14005
10439934,0.0020845,1E-05,9.0248996,4.054922,2.3617,,
10548585,0.0021299,1.03E-05,8.9940101,4.027945,2.6121175,Ybx3,Y box protein 3
10409876,0.0021397,1.04E-05,8.9823159,4.017709,2.2980925,Ctla2a,cytotoxic T lymphocyte-associated protein 2 alpha
10548401,0.0021771,1.07E-05,8.9563155,3.994901,1.28061,Klrc2,"killer cell lectin-like receptor subfamily C, member 2"
10587690,0.0021925,1.08E-05,8.9412784,3.98168,1.74079,Bcl2a1d///Bcl2a1c///Bcl2a1b///Bcl2a1a,B cell leukemia/lymphoma 2 related protein A1d///B cell leukemia/lymphoma 2 related protein A1c///B cell leukemia/lymphoma 2 related protein A1b///B cell leukemia/lymphoma 2 related protein A1a
10390707,0.0021925,1.09E-05,8.9302564,3.971975,3.1309925,Top2a,topoisomerase (DNA) II alpha
10587683,0.0021925,1.09E-05,8.9292466,3.971085,1.6795675,Bcl2a1d///Bcl2a1c///Bcl2a1b///Bcl2a1a,B cell leukemia/lymphoma 2 related protein A1d///B cell leukemia/lymphoma 2 related protein A1c///B cell leukemia/lymphoma 2 related protein A1b///B cell leukemia/lymphoma 2 related protein A1a
10581992,0.0022335,1.12E-05,8.902215,3.947231,1.219385,Maf,avian musculoaponeurotic fibrosarcoma oncogene homolog
10595109,0.0022377,1.13E-05,-8.8938744,3.939857,-1.01375,Lrrc1,leucine rich repeat containing 1
10572727,0.0022684,1.15E-05,-8.8724507,3.920883,-1.78863,Zfp882///Zfp882,zinc finger protein 882///zinc finger protein 882
10375443,0.002326,1.19E-05,8.8345448,3.887201,2.4342125,Havcr2,hepatitis A virus cellular receptor 2
10535389,0.002326,1.19E-05,8.8311979,3.88422,1.194745,Rnf216,ring finger protein 216
10516658,0.002326,1.2E-05,8.8262018,3.879768,1.8624475,Ccdc28b,coiled coil domain containing 28B
10407072,0.0023438,1.21E-05,-8.8116885,3.866822,-1.431065,Elovl7,"ELOVL family member 7, elongation of long chain fatty acids (yeast)"
10604187,0.0023713,1.23E-05,8.7927865,3.84993,1.3948625,Lamp2,lysosomal-associated membrane protein 2
10511803,0.0023714,1.24E-05,8.7863246,3.844148,1.0647525,Tstd3,thiosulfate sulfurtransferase (rhodanese)-like domain containing 3
10605421,0.0023714,1.25E-05,-8.777435,3.836185,-0.92339,Cmc4///Mtcp1,C-x(9)-C motif containing 4///mature T cell proliferation 1
10346790,0.0023714,1.26E-05,8.769787,3.829329,2.8559175,Ctla4,cytotoxic T-lymphocyte-associated protein 4
10464642,0.0023714,1.26E-05,-8.7660951,3.826017,-1.2716475,Carns1,carnosine synthase 1
10443940,0.0023714,1.27E-05,-8.7632441,3.823458,-1.05116,Zfp955b///Zfp955a,zinc finger protein 955B///zinc finger protein 955A
10457838,0.0023738,1.28E-05,-8.7521173,3.813465,-1.136505,Zscan30,zinc finger and SCAN domain containing 30
10407281,0.0023738,1.28E-05,8.7496803,3.811275,1.8828225,Esm1,endothelial cell-specific molecule 1
10396712,0.0023738,1.29E-05,8.7448835,3.806961,1.0377925,Fut8,fucosyltransferase 8
10411680,0.0023903,1.3E-05,8.7315631,3.794972,1.06167,Marveld2,MARVEL (membrane-associating) domain containing 2
10451061,0.0023949,1.31E-05,8.7237959,3.787973,1.3200925,Runx2,runt related transcription factor 2
10533844,0.002396,1.32E-05,8.7176917,3.782468,2.9797525,Rilpl2,Rab interacting lysosomal protein-like 2
10360373,0.002401,1.33E-05,-8.7097875,3.775334,-1.632985,Pydc4,pyrin domain containing 4
10406968,0.0024276,1.35E-05,8.6921749,3.759415,3.1132275,Cenpk,centromere protein K
10562044,0.0024988,1.41E-05,8.6425942,3.714434,1.16865,Zbtb32,zinc finger and BTB domain containing 32
10510129,0.0024988,1.43E-05,8.6335863,3.706235,1.3179925,Dhrs3,dehydrogenase/reductase (SDR family) member 3
10342449,0.0024988,1.43E-05,8.6334531,3.706114,1.345545,,
10424400,0.0024988,1.43E-05,-8.630854,3.703746,-1.2543375,Myc,myelocytomatosis oncogene
10472860,0.0024988,1.43E-05,-8.6295146,3.702526,-2.1089075,Rapgef4,Rap guanine nucleotide exchange factor (GEF) 4
10501629,0.0024988,1.44E-05,8.6247055,3.698143,1.3029825,Cdc14a,CDC14 cell division cycle 14A
10382890,0.0024988,1.45E-05,8.6170216,3.691136,1.3081625,Sec14l1,SEC14-like lipid binding 1
10483381,0.0024988,1.45E-05,8.6135042,3.687926,1.85544,Stk39,serine/threonine kinase 39
10358754,0.0024988,1.46E-05,8.6098599,3.684599,2.060895,,
10417787,0.0024988,1.46E-05,8.6068086,3.681812,1.238765,Gng2,"guanine nucleotide binding protein (G protein), gamma 2"
10525419,0.0025156,1.48E-05,8.5943189,3.670396,1.47288,P2rx7,"purinergic receptor P2X, ligand-gated ion channel, 7"
10495685,0.0025203,1.49E-05,-8.5871227,3.663811,-1.4386725,Arhgap29,Rho GTPase activating protein 29
10417124,0.0025409,1.51E-05,8.5731333,3.650995,1.2949125,B930095G15Rik,RIKEN cDNA B930095G15 gene
10353034,0.0026468,1.58E-05,-8.5238873,3.605717,-1.204065,Snord87,"small nucleolar RNA, C/D box 87"
10537428,0.0027246,1.63E-05,8.4876136,3.572206,1.57329,Rab19,"RAB19, member RAS oncogene family"
10594774,0.0027569,1.66E-05,8.4699158,3.555806,3.4308075,Ccnb2,cyclin B2
10350733,0.0029547,1.79E-05,8.3908713,3.482158,1.8142125,Rgs16,regulator of G-protein signaling 16
10532150,0.0029979,1.82E-05,-8.3704737,3.463046,-0.98345,Fam69a,"family with sequence similarity 69, member A"
10533246,0.0030894,1.89E-05,8.3336877,3.428467,1.851365,Oas1a///Oas1g,2'-5' oligoadenylate synthetase 1A///2'-5' oligoadenylate synthetase 1G
10530503,0.0030905,1.89E-05,-8.328427,3.42351,-1.425315,Cnga1,cyclic nucleotide gated channel alpha 1
10554658,0.0030912,1.9E-05,-8.3233431,3.418717,-1.86907,A530021J07Rik,Riken cDNA A530021J07 gene
10381096,0.0031104,1.92E-05,-8.3119883,3.408001,-1.36727,Igfbp4,insulin-like growth factor binding protein 4
10514133,0.0031715,1.98E-05,8.2818924,3.379534,1.7704825,Ttc39b,tetratricopeptide repeat domain 39B
10421723,0.0031715,1.98E-05,8.2818767,3.379519,1.2304275,Dnajc15,DnaJ heat shock protein family (Hsp40) member C15
10538290,0.0032099,2.01E-05,8.2644928,3.363031,1.1968025,Snx10,sorting nexin 10
10342764,0.0032179,2.03E-05,8.257171,3.356077,1.4317025,,
10394770,0.0032254,2.04E-05,8.2500344,3.349294,3.1438825,Odc1,"ornithine decarboxylase, structural 1"
10357833,0.0032363,2.06E-05,8.2418327,3.341491,1.139565,Atp2b4,"ATPase, Ca++ transporting, plasma membrane 4"
10544689,0.0032481,2.07E-05,-8.233375,3.333437,-0.95717,4921507P07Rik,RIKEN cDNA 4921507P07 gene
10440186,0.003274,2.1E-05,8.2204222,3.321087,1.5654925,Crybg3,beta-gamma crystallin domain containing 3
10455259,0.0033043,2.13E-05,8.2061912,3.307497,2.044165,Arhgap26,Rho GTPase activating protein 26
10454286,0.0033079,2.14E-05,8.1981312,3.299791,2.36761,Mapre2,"microtubule-associated protein, RP/EB family, member 2"
10588243,0.0033079,2.15E-05,8.1959787,3.297732,1.242295,Ryk,receptor-like tyrosine kinase
10388591,0.0033104,2.16E-05,8.1905491,3.292535,1.755325,Cpd,carboxypeptidase D
10362630,0.0033104,2.17E-05,-8.1861715,3.288343,-1.7905075,,
10409278,0.0033216,2.19E-05,8.1781646,3.28067,3.08811,Nfil3,"nuclear factor, interleukin 3, regulated"
10369615,0.0033454,2.21E-05,8.1646865,3.267739,0.99365,Srgn,serglycin
10466521,0.0033454,2.22E-05,8.161849,3.265014,1.33162,Gcnt1,"glucosaminyl (N-acetyl) transferase 1, core 2"
10340952,0.0033615,2.24E-05,8.1524673,3.255997,2.04088,,
10351182,0.0033763,2.26E-05,-8.1434885,3.24736,-0.969405,Sele,"selectin, endothelial cell"
10586744,0.0033852,2.28E-05,8.1363888,3.240523,3.870775,Anxa2,annexin A2
10400304,0.003394,2.3E-05,8.1266088,3.231097,1.9455925,Egln3,egl-9 family hypoxia-inducible factor 3
10461765,0.003394,2.3E-05,8.1250481,3.229592,1.2908,Lpxn,leupaxin
10467578,0.0035402,2.41E-05,8.077066,3.183184,2.18568,Pik3ap1,phosphoinositide-3-kinase adaptor protein 1
10605503,0.0036126,2.48E-05,-8.0486867,3.155617,-4.006845,,
10498319,0.0036126,2.48E-05,8.0476973,3.154654,0.8100875,Serp1,stress-associated endoplasmic reticulum protein 1
10523901,0.0036155,2.5E-05,-8.0372375,3.144469,-1.6687075,,
